Step,True_Label,Top1,Top2,Top3,nDCG@3,Hit@3
25750,10,20,39,4,0.0,0
25751,32,37,29,28,0.0,0
25752,30,37,24,10,0.0,0
25753,30,25,37,14,0.0,0
25754,15,41,37,28,0.0,0
25755,23,1,29,28,0.0,0
25756,28,12,28,16,0.6309297529405278,1
25757,10,3,15,0,0.0,0
25758,25,28,26,41,0.0,0
25759,38,29,27,5,0.0,0
25760,3,31,16,5,0.0,0
25761,19,37,1,19,0.49999999949999996,1
25762,38,37,13,6,0.0,0
25763,3,33,37,14,0.0,0
25764,38,27,14,29,0.0,0
25765,24,37,5,29,0.0,0
25766,10,28,20,27,0.0,0
25767,6,41,37,14,0.0,0
25768,2,14,0,29,0.0,0
25769,24,37,28,10,0.0,0
25770,36,10,29,37,0.0,0
25771,24,5,41,2,0.0,0
25772,10,29,37,1,0.0,0
25773,10,31,29,10,0.49999999949999996,1
25774,16,3,33,29,0.0,0
25775,24,5,37,29,0.0,0
25776,8,40,10,26,0.0,0
25777,38,16,27,3,0.0,0
25778,0,10,1,37,0.0,0
25779,3,37,35,1,0.0,0
25780,19,17,37,33,0.0,0
25781,10,29,27,37,0.0,0
25782,5,37,28,6,0.0,0
25783,14,41,14,23,0.6309297529405278,1
25784,25,31,5,10,0.0,0
25785,30,29,37,10,0.0,0
25786,33,41,6,37,0.0,0
25787,24,41,26,33,0.0,0
25788,38,31,4,16,0.0,0
25789,2,3,26,27,0.0,0
25790,15,29,33,16,0.0,0
25791,41,41,31,40,0.9999999989999999,1
25792,34,29,37,26,0.0,0
25793,21,14,5,10,0.0,0
25794,10,37,33,29,0.0,0
25795,5,15,20,35,0.0,0
25796,13,0,14,1,0.0,0
25797,25,24,26,10,0.0,0
25798,30,32,5,10,0.0,0
25799,23,37,10,6,0.0,0
25800,24,5,32,38,0.0,0
25801,10,10,14,24,0.9999999989999999,1
25802,22,27,37,28,0.0,0
25803,30,37,27,28,0.0,0
25804,3,29,37,16,0.0,0
25805,24,37,29,6,0.0,0
25806,24,4,28,31,0.0,0
25807,10,5,28,3,0.0,0
25808,3,37,5,29,0.0,0
25809,24,26,41,6,0.0,0
25810,18,37,29,26,0.0,0
25811,24,1,25,10,0.0,0
25812,10,28,10,37,0.6309297529405278,1
25813,21,6,37,14,0.0,0
25814,24,5,19,20,0.0,0
25815,22,37,5,28,0.0,0
25816,29,10,5,0,0.0,0
25817,6,37,33,1,0.0,0
25818,24,37,14,5,0.0,0
25819,11,29,1,31,0.0,0
25820,34,41,14,37,0.0,0
25821,0,28,5,37,0.0,0
25822,38,29,2,41,0.0,0
25823,24,41,35,20,0.0,0
25824,20,10,37,41,0.0,0
25825,16,6,33,37,0.0,0
25826,2,37,5,6,0.0,0
25827,39,28,10,31,0.0,0
25828,38,29,31,37,0.0,0
25829,4,29,14,1,0.0,0
25830,13,19,5,37,0.0,0
25831,6,37,14,26,0.0,0
25832,2,37,28,4,0.0,0
25833,10,0,6,1,0.0,0
25834,34,1,29,33,0.0,0
25835,25,40,1,37,0.0,0
25836,1,29,10,19,0.0,0
25837,3,26,20,5,0.0,0
25838,24,29,4,41,0.0,0
25839,11,37,1,29,0.0,0
25840,22,14,23,15,0.0,0
25841,10,29,14,1,0.0,0
25842,12,28,37,14,0.0,0
25843,30,1,14,19,0.0,0
25844,38,29,16,5,0.0,0
25845,38,37,31,1,0.0,0
25846,24,37,14,27,0.0,0
25847,38,37,29,31,0.0,0
25848,22,40,19,28,0.0,0
25849,38,41,15,16,0.0,0
25850,16,41,26,16,0.49999999949999996,1
25851,15,33,37,41,0.0,0
25852,16,37,28,15,0.0,0
25853,25,10,41,26,0.0,0
25854,24,37,3,28,0.0,0
25855,1,27,6,41,0.0,0
25856,6,33,15,32,0.0,0
25857,22,10,28,37,0.0,0
25858,13,37,0,14,0.0,0
25859,10,37,16,14,0.0,0
25860,24,41,4,26,0.0,0
25861,25,37,10,28,0.0,0
25862,24,37,29,1,0.0,0
25863,10,15,37,26,0.0,0
25864,24,24,10,20,0.9999999989999999,1
25865,36,10,24,37,0.0,0
25866,38,31,13,28,0.0,0
25867,24,26,37,27,0.0,0
25868,24,28,3,20,0.0,0
25869,20,15,20,39,0.6309297529405278,1
25870,30,6,37,29,0.0,0
25871,21,10,29,41,0.0,0
25872,16,29,12,14,0.0,0
25873,40,41,29,14,0.0,0
25874,23,37,5,28,0.0,0
25875,34,10,5,20,0.0,0
25876,22,37,28,16,0.0,0
25877,24,37,25,29,0.0,0
25878,2,37,1,12,0.0,0
25879,31,37,0,14,0.0,0
25880,24,19,33,25,0.0,0
25881,17,14,37,29,0.0,0
25882,13,31,13,5,0.6309297529405278,1
25883,40,29,28,33,0.0,0
25884,10,29,14,1,0.0,0
25885,30,37,19,31,0.0,0
25886,18,37,40,0,0.0,0
25887,40,41,6,37,0.0,0
25888,40,41,27,37,0.0,0
25889,16,37,29,13,0.0,0
25890,30,10,37,29,0.0,0
25891,23,37,28,29,0.0,0
25892,6,29,14,13,0.0,0
25893,24,28,3,1,0.0,0
25894,37,29,14,1,0.0,0
25895,34,37,26,27,0.0,0
25896,10,37,20,28,0.0,0
25897,3,37,14,5,0.0,0
25898,16,40,33,31,0.0,0
25899,40,1,40,27,0.6309297529405278,1
25900,24,28,19,5,0.0,0
25901,29,37,6,14,0.0,0
25902,16,37,29,31,0.0,0
25903,15,37,20,26,0.0,0
25904,36,29,28,10,0.0,0
25905,3,23,29,37,0.0,0
25906,33,41,15,26,0.0,0
25907,34,37,33,20,0.0,0
25908,30,41,27,18,0.0,0
25909,34,14,37,1,0.0,0
25910,27,39,11,29,0.0,0
25911,38,27,6,0,0.0,0
25912,38,33,37,4,0.0,0
25913,13,28,40,37,0.0,0
25914,10,7,41,6,0.0,0
25915,2,29,19,10,0.0,0
25916,8,5,1,40,0.0,0
25917,3,37,5,10,0.0,0
25918,8,3,37,20,0.0,0
25919,2,5,10,0,0.0,0
25920,41,27,37,41,0.49999999949999996,1
25921,24,26,25,41,0.0,0
25922,24,29,19,17,0.0,0
25923,28,41,0,12,0.0,0
25924,32,37,0,14,0.0,0
25925,24,29,26,20,0.0,0
25926,15,37,28,5,0.0,0
25927,32,41,19,16,0.0,0
25928,30,41,15,10,0.0,0
25929,16,41,28,0,0.0,0
25930,30,10,29,5,0.0,0
25931,2,19,29,13,0.0,0
25932,4,16,41,28,0.0,0
25933,38,37,28,14,0.0,0
25934,10,5,37,28,0.0,0
25935,10,5,29,1,0.0,0
25936,24,25,20,24,0.49999999949999996,1
25937,10,14,26,37,0.0,0
25938,24,24,3,25,0.9999999989999999,1
25939,30,1,29,10,0.0,0
25940,10,28,37,6,0.0,0
25941,24,20,24,33,0.6309297529405278,1
25942,40,41,33,20,0.0,0
25943,24,41,26,5,0.0,0
25944,24,25,24,19,0.6309297529405278,1
25945,20,29,37,10,0.0,0
25946,16,1,10,5,0.0,0
25947,10,37,1,29,0.0,0
25948,34,20,37,10,0.0,0
25949,24,24,25,20,0.9999999989999999,1
25950,6,37,2,10,0.0,0
25951,24,41,26,24,0.49999999949999996,1
25952,25,32,5,25,0.49999999949999996,1
25953,3,16,28,3,0.49999999949999996,1
25954,17,37,26,13,0.0,0
25955,10,37,29,1,0.0,0
25956,24,29,40,37,0.0,0
25957,38,37,29,16,0.0,0
25958,24,29,37,31,0.0,0
25959,3,29,26,37,0.0,0
25960,2,37,32,5,0.0,0
25961,28,37,10,16,0.0,0
25962,30,24,28,20,0.0,0
25963,24,37,1,2,0.0,0
25964,22,14,29,26,0.0,0
25965,24,29,37,0,0.0,0
25966,10,37,28,10,0.49999999949999996,1
25967,24,5,20,18,0.0,0
25968,33,41,14,37,0.0,0
25969,15,29,27,5,0.0,0
25970,2,29,19,39,0.0,0
25971,22,10,37,25,0.0,0
25972,24,1,28,37,0.0,0
25973,24,26,39,20,0.0,0
25974,13,37,5,32,0.0,0
25975,34,37,5,32,0.0,0
25976,38,0,37,28,0.0,0
25977,38,37,29,16,0.0,0
25978,34,37,5,1,0.0,0
25979,17,37,14,10,0.0,0
25980,3,37,1,33,0.0,0
25981,21,5,31,37,0.0,0
25982,10,10,26,39,0.9999999989999999,1
25983,0,37,5,1,0.0,0
25984,24,37,27,31,0.0,0
25985,34,29,1,10,0.0,0
25986,25,27,37,33,0.0,0
25987,31,37,26,14,0.0,0
25988,24,33,40,27,0.0,0
25989,15,14,41,37,0.0,0
25990,30,37,10,23,0.0,0
25991,17,11,37,20,0.0,0
25992,36,10,5,41,0.0,0
25993,5,37,28,25,0.0,0
25994,36,29,37,10,0.0,0
25995,25,41,19,20,0.0,0
25996,10,29,10,39,0.6309297529405278,1
25997,5,37,5,6,0.6309297529405278,1
25998,37,37,5,28,0.9999999989999999,1
25999,15,27,28,37,0.0,0
26000,13,29,4,26,0.0,0
26001,13,29,14,1,0.0,0
26002,20,19,28,40,0.0,0
26003,24,41,37,33,0.0,0
26004,8,37,5,29,0.0,0
26005,25,37,5,27,0.0,0
26006,16,29,40,16,0.49999999949999996,1
26007,25,37,5,33,0.0,0
26008,24,20,37,27,0.0,0
26009,38,37,29,26,0.0,0
26010,3,0,37,14,0.0,0
26011,24,3,29,0,0.0,0
26012,22,16,23,37,0.0,0
26013,38,33,29,5,0.0,0
26014,24,28,29,37,0.0,0
26015,18,29,41,26,0.0,0
26016,3,4,16,41,0.0,0
26017,16,37,5,26,0.0,0
26018,36,10,28,15,0.0,0
26019,38,29,31,37,0.0,0
26020,13,14,28,32,0.0,0
26021,23,14,31,15,0.0,0
26022,5,41,28,29,0.0,0
26023,5,0,27,31,0.0,0
26024,41,37,14,6,0.0,0
26025,28,14,37,28,0.49999999949999996,1
26026,23,12,41,32,0.0,0
26027,24,24,10,3,0.9999999989999999,1
26028,2,28,37,5,0.0,0
26029,25,37,14,1,0.0,0
26030,38,1,5,37,0.0,0
26031,10,37,24,6,0.0,0
26032,24,14,19,37,0.0,0
26033,38,37,31,4,0.0,0
26034,38,37,1,33,0.0,0
26035,24,29,1,41,0.0,0
26036,24,29,10,28,0.0,0
26037,24,5,10,19,0.0,0
26038,10,10,37,1,0.9999999989999999,1
26039,38,27,19,6,0.0,0
26040,38,24,37,5,0.0,0
26041,13,37,6,31,0.0,0
26042,24,41,26,5,0.0,0
26043,37,29,37,10,0.6309297529405278,1
26044,17,14,37,6,0.0,0
26045,27,41,39,10,0.0,0
26046,22,26,2,29,0.0,0
26047,31,16,37,5,0.0,0
26048,3,39,41,10,0.0,0
26049,10,29,33,10,0.49999999949999996,1
26050,30,29,37,41,0.0,0
26051,7,10,0,37,0.0,0
26052,2,16,28,6,0.0,0
26053,24,37,28,1,0.0,0
26054,5,19,41,15,0.0,0
26055,16,23,22,25,0.0,0
26056,16,16,12,29,0.9999999989999999,1
26057,0,37,1,6,0.0,0
26058,38,29,37,5,0.0,0
26059,23,27,13,20,0.0,0
26060,5,26,5,24,0.6309297529405278,1
26061,30,29,37,10,0.0,0
26062,38,37,10,24,0.0,0
26063,25,37,6,14,0.0,0
26064,13,5,3,0,0.0,0
26065,20,37,28,16,0.0,0
26066,34,5,33,37,0.0,0
26067,38,16,29,3,0.0,0
26068,13,37,29,19,0.0,0
26069,39,41,25,26,0.0,0
26070,7,14,37,5,0.0,0
26071,7,6,37,28,0.0,0
26072,1,37,40,28,0.0,0
26073,24,5,1,27,0.0,0
26074,20,14,39,41,0.0,0
26075,38,41,0,28,0.0,0
26076,8,37,14,16,0.0,0
26077,24,41,37,29,0.0,0
26078,32,3,38,24,0.0,0
26079,13,41,31,37,0.0,0
26080,32,37,1,5,0.0,0
26081,37,37,28,27,0.9999999989999999,1
26082,40,4,37,20,0.0,0
26083,5,27,31,15,0.0,0
26084,30,29,26,28,0.0,0
26085,10,29,19,37,0.0,0
26086,13,26,40,4,0.0,0
26087,38,37,5,10,0.0,0
26088,10,37,1,33,0.0,0
26089,10,1,20,31,0.0,0
26090,13,26,29,4,0.0,0
26091,31,4,16,31,0.49999999949999996,1
26092,9,0,14,29,0.0,0
26093,10,37,10,1,0.6309297529405278,1
26094,24,1,33,3,0.0,0
26095,30,29,10,37,0.0,0
26096,24,19,28,41,0.0,0
26097,24,41,26,37,0.0,0
26098,38,26,37,0,0.0,0
26099,10,26,14,41,0.0,0
26100,25,28,37,14,0.0,0
26101,24,37,35,20,0.0,0
26102,24,26,16,29,0.0,0
26103,32,29,37,31,0.0,0
26104,10,29,28,5,0.0,0
26105,24,1,35,29,0.0,0
26106,40,29,28,41,0.0,0
26107,12,37,28,1,0.0,0
26108,6,41,20,19,0.0,0
26109,7,37,10,14,0.0,0
26110,22,29,37,10,0.0,0
26111,18,37,1,5,0.0,0
26112,5,37,5,10,0.6309297529405278,1
26113,21,37,29,10,0.0,0
26114,34,24,2,1,0.0,0
26115,25,6,29,33,0.0,0
26116,33,4,28,26,0.0,0
26117,13,29,37,16,0.0,0
26118,2,27,2,19,0.6309297529405278,1
26119,24,4,37,1,0.0,0
26120,30,29,37,19,0.0,0
26121,24,5,1,37,0.0,0
26122,17,1,19,31,0.0,0
26123,38,16,27,41,0.0,0
26124,10,27,5,15,0.0,0
26125,14,14,1,26,0.9999999989999999,1
26126,28,6,11,37,0.0,0
26127,34,14,37,20,0.0,0
26128,5,10,28,29,0.0,0
26129,18,31,29,40,0.0,0
26130,30,29,37,41,0.0,0
26131,5,41,1,37,0.0,0
26132,10,20,33,3,0.0,0
26133,36,37,24,10,0.0,0
26134,2,0,30,6,0.0,0
26135,13,0,5,31,0.0,0
26136,10,29,5,37,0.0,0
26137,10,37,5,0,0.0,0
26138,13,26,28,29,0.0,0
26139,10,10,37,26,0.9999999989999999,1
26140,38,29,1,5,0.0,0
26141,26,37,33,5,0.0,0
26142,38,29,41,37,0.0,0
26143,24,19,40,37,0.0,0
26144,26,37,29,5,0.0,0
26145,38,37,14,6,0.0,0
26146,3,15,10,40,0.0,0
26147,5,20,13,2,0.0,0
26148,16,28,1,5,0.0,0
26149,24,10,20,41,0.0,0
26150,24,32,16,1,0.0,0
26151,22,14,10,16,0.0,0
26152,25,41,0,37,0.0,0
26153,25,37,14,1,0.0,0
26154,3,16,1,10,0.0,0
26155,15,28,10,1,0.0,0
26156,24,0,26,41,0.0,0
26157,34,5,28,13,0.0,0
26158,38,37,31,27,0.0,0
26159,36,29,10,37,0.0,0
26160,26,41,37,6,0.0,0
26161,10,15,20,28,0.0,0
26162,10,29,41,5,0.0,0
26163,24,15,26,14,0.0,0
26164,34,34,17,13,0.9999999989999999,1
26165,23,37,1,6,0.0,0
26166,17,14,26,37,0.0,0
26167,10,29,41,27,0.0,0
26168,24,41,26,2,0.0,0
26169,24,28,41,1,0.0,0
26170,34,1,5,37,0.0,0
26171,38,37,29,31,0.0,0
26172,22,37,33,40,0.0,0
26173,38,37,1,14,0.0,0
26174,16,28,16,37,0.6309297529405278,1
26175,38,26,28,25,0.0,0
26176,36,24,5,10,0.0,0
26177,38,33,31,13,0.0,0
26178,29,5,39,18,0.0,0
26179,24,24,25,20,0.9999999989999999,1
26180,26,37,28,33,0.0,0
26181,38,37,6,1,0.0,0
26182,3,37,26,6,0.0,0
26183,16,0,1,29,0.0,0
26184,13,37,14,6,0.0,0
26185,25,37,5,10,0.0,0
26186,10,32,28,41,0.0,0
26187,24,20,11,3,0.0,0
26188,31,37,15,6,0.0,0
26189,26,37,4,32,0.0,0
26190,22,37,14,6,0.0,0
26191,37,28,39,10,0.0,0
26192,14,37,29,1,0.0,0
26193,10,28,37,27,0.0,0
26194,24,41,24,10,0.6309297529405278,1
26195,24,27,35,16,0.0,0
26196,20,28,40,41,0.0,0
26197,8,37,10,8,0.49999999949999996,1
26198,34,37,31,5,0.0,0
26199,38,23,16,38,0.49999999949999996,1
26200,16,10,4,37,0.0,0
26201,21,37,1,40,0.0,0
26202,32,5,16,4,0.0,0
26203,24,33,5,29,0.0,0
26204,41,37,10,1,0.0,0
26205,40,41,28,26,0.0,0
26206,34,26,37,24,0.0,0
26207,38,37,14,26,0.0,0
26208,17,26,29,0,0.0,0
26209,33,19,10,41,0.0,0
26210,17,0,17,13,0.6309297529405278,1
26211,17,29,26,20,0.0,0
26212,15,10,37,14,0.0,0
26213,38,37,10,41,0.0,0
26214,15,6,15,29,0.6309297529405278,1
26215,16,10,19,28,0.0,0
26216,38,14,0,37,0.0,0
26217,22,29,28,37,0.0,0
26218,38,37,1,10,0.0,0
26219,29,33,13,20,0.0,0
26220,24,41,26,25,0.0,0
26221,36,20,41,19,0.0,0
26222,38,27,16,3,0.0,0
26223,24,5,25,29,0.0,0
26224,24,41,14,35,0.0,0
26225,31,4,1,20,0.0,0
26226,6,37,31,14,0.0,0
26227,39,41,37,1,0.0,0
26228,24,15,41,33,0.0,0
26229,30,31,5,19,0.0,0
26230,38,37,20,14,0.0,0
26231,5,3,10,37,0.0,0
26232,24,5,10,40,0.0,0
26233,38,37,14,33,0.0,0
26234,13,37,28,24,0.0,0
26235,3,37,3,40,0.6309297529405278,1
26236,2,27,37,28,0.0,0
26237,24,20,24,10,0.6309297529405278,1
26238,20,37,5,20,0.49999999949999996,1
26239,32,37,19,32,0.49999999949999996,1
26240,38,37,28,29,0.0,0
26241,2,29,5,21,0.0,0
26242,23,37,29,5,0.0,0
26243,30,28,10,15,0.0,0
26244,16,10,37,29,0.0,0
26245,39,3,37,31,0.0,0
26246,24,11,15,6,0.0,0
26247,18,26,12,41,0.0,0
26248,37,37,28,25,0.9999999989999999,1
26249,24,28,20,1,0.0,0
26250,24,41,26,10,0.0,0
26251,22,29,37,14,0.0,0
26252,24,20,37,1,0.0,0
26253,32,29,31,37,0.0,0
26254,24,41,37,19,0.0,0
26255,29,29,37,10,0.9999999989999999,1
26256,38,1,37,31,0.0,0
26257,38,15,41,1,0.0,0
26258,10,29,10,1,0.6309297529405278,1
26259,24,37,26,41,0.0,0
26260,28,28,20,37,0.9999999989999999,1
26261,35,4,26,33,0.0,0
26262,28,41,6,18,0.0,0
26263,25,29,2,3,0.0,0
26264,13,13,28,5,0.9999999989999999,1
26265,22,10,37,28,0.0,0
26266,15,40,5,26,0.0,0
26267,38,37,41,14,0.0,0
26268,10,5,16,39,0.0,0
26269,34,37,10,32,0.0,0
26270,15,29,37,1,0.0,0
26271,22,10,14,16,0.0,0
26272,33,27,6,41,0.0,0
26273,10,37,14,1,0.0,0
26274,20,37,20,29,0.6309297529405278,1
26275,30,41,20,10,0.0,0
26276,28,1,29,37,0.0,0
26277,33,26,5,13,0.0,0
26278,38,37,6,15,0.0,0
26279,39,31,0,29,0.0,0
26280,28,29,31,37,0.0,0
26281,18,29,16,37,0.0,0
26282,40,41,26,20,0.0,0
26283,24,28,37,3,0.0,0
26284,30,29,14,10,0.0,0
26285,29,37,10,14,0.0,0
26286,24,5,20,3,0.0,0
26287,15,37,31,29,0.0,0
26288,22,37,5,14,0.0,0
26289,24,28,33,32,0.0,0
26290,38,1,37,14,0.0,0
26291,10,37,20,31,0.0,0
26292,7,29,0,13,0.0,0
26293,10,15,28,20,0.0,0
26294,24,29,15,37,0.0,0
26295,24,5,37,32,0.0,0
26296,5,29,0,37,0.0,0
26297,32,41,37,28,0.0,0
26298,11,5,15,12,0.0,0
26299,7,41,29,10,0.0,0
26300,18,37,5,1,0.0,0
26301,36,26,10,29,0.0,0
26302,38,37,28,33,0.0,0
26303,4,37,15,14,0.0,0
26304,30,41,10,18,0.0,0
26305,22,14,5,37,0.0,0
26306,22,6,37,28,0.0,0
26307,34,14,29,31,0.0,0
26308,26,3,23,26,0.49999999949999996,1
26309,24,33,40,4,0.0,0
26310,38,37,0,27,0.0,0
26311,24,29,4,28,0.0,0
26312,8,37,5,6,0.0,0
26313,18,37,35,29,0.0,0
26314,24,26,14,41,0.0,0
26315,33,37,32,15,0.0,0
26316,32,33,19,35,0.0,0
26317,38,37,1,5,0.0,0
26318,25,40,28,37,0.0,0
26319,24,3,26,0,0.0,0
26320,24,37,1,5,0.0,0
26321,28,15,27,28,0.49999999949999996,1
26322,24,41,37,29,0.0,0
26323,10,37,14,10,0.49999999949999996,1
26324,20,19,29,7,0.0,0
26325,16,37,29,28,0.0,0
26326,24,20,31,13,0.0,0
26327,38,29,13,26,0.0,0
26328,30,10,13,28,0.0,0
26329,5,41,27,3,0.0,0
26330,10,29,10,37,0.6309297529405278,1
26331,27,5,26,32,0.0,0
26332,3,15,3,20,0.6309297529405278,1
26333,24,16,1,5,0.0,0
26334,36,10,19,37,0.0,0
26335,6,41,37,20,0.0,0
26336,34,37,10,29,0.0,0
26337,24,29,1,31,0.0,0
26338,9,31,29,37,0.0,0
26339,20,37,29,27,0.0,0
26340,24,41,19,26,0.0,0
26341,10,37,5,23,0.0,0
26342,14,29,37,14,0.49999999949999996,1
26343,3,41,26,20,0.0,0
26344,0,15,28,26,0.0,0
26345,30,27,25,41,0.0,0
26346,24,41,15,5,0.0,0
26347,30,0,37,6,0.0,0
26348,10,29,37,31,0.0,0
26349,24,28,37,5,0.0,0
26350,23,29,6,10,0.0,0
26351,33,41,37,6,0.0,0
26352,34,17,16,10,0.0,0
26353,31,29,19,31,0.49999999949999996,1
26354,3,37,28,14,0.0,0
26355,30,24,10,20,0.0,0
26356,13,29,5,26,0.0,0
26357,22,37,14,20,0.0,0
26358,24,15,40,10,0.0,0
26359,24,41,28,26,0.0,0
26360,24,15,5,20,0.0,0
26361,24,31,19,29,0.0,0
26362,34,10,41,16,0.0,0
26363,24,20,24,41,0.6309297529405278,1
26364,24,10,37,1,0.0,0
26365,32,29,37,28,0.0,0
26366,30,29,13,10,0.0,0
26367,22,37,5,1,0.0,0
26368,34,29,37,1,0.0,0
26369,24,19,24,37,0.6309297529405278,1
26370,24,41,29,14,0.0,0
26371,30,37,27,10,0.0,0
26372,28,5,29,3,0.0,0
26373,10,37,1,33,0.0,0
26374,24,28,1,37,0.0,0
26375,2,15,19,10,0.0,0
26376,38,20,13,31,0.0,0
26377,39,5,16,37,0.0,0
26378,24,20,13,37,0.0,0
26379,10,20,40,25,0.0,0
26380,3,26,4,41,0.0,0
26381,10,37,1,41,0.0,0
26382,38,29,37,14,0.0,0
26383,33,10,28,20,0.0,0
26384,30,10,24,37,0.0,0
26385,28,5,31,29,0.0,0
26386,21,29,27,31,0.0,0
26387,0,37,29,31,0.0,0
26388,24,19,5,10,0.0,0
26389,6,41,29,37,0.0,0
26390,38,33,4,16,0.0,0
26391,38,37,1,28,0.0,0
26392,40,37,28,6,0.0,0
26393,16,0,29,10,0.0,0
26394,25,5,10,28,0.0,0
26395,6,37,41,28,0.0,0
26396,22,37,1,40,0.0,0
26397,24,19,25,3,0.0,0
26398,24,31,10,29,0.0,0
26399,26,37,16,14,0.0,0
26400,24,41,37,19,0.0,0
26401,3,10,31,5,0.0,0
26402,34,37,6,15,0.0,0
26403,30,10,29,14,0.0,0
26404,20,26,20,28,0.6309297529405278,1
26405,2,13,16,26,0.0,0
26406,18,1,29,9,0.0,0
26407,6,16,37,31,0.0,0
26408,38,26,37,28,0.0,0
26409,24,26,41,5,0.0,0
26410,26,41,27,0,0.0,0
26411,24,41,26,33,0.0,0
26412,23,37,15,5,0.0,0
26413,25,28,41,5,0.0,0
26414,24,26,6,37,0.0,0
26415,38,26,14,2,0.0,0
26416,10,1,29,37,0.0,0
26417,28,20,3,16,0.0,0
26418,24,41,10,14,0.0,0
26419,24,24,15,40,0.9999999989999999,1
26420,38,16,32,29,0.0,0
26421,2,29,26,37,0.0,0
26422,16,12,27,29,0.0,0
26423,12,29,31,20,0.0,0
26424,28,19,26,27,0.0,0
26425,38,4,29,31,0.0,0
26426,4,29,31,19,0.0,0
26427,24,25,10,29,0.0,0
26428,18,37,1,33,0.0,0
26429,35,5,12,35,0.49999999949999996,1
26430,41,26,28,41,0.49999999949999996,1
26431,22,10,28,41,0.0,0
26432,2,41,6,15,0.0,0
26433,21,5,31,27,0.0,0
26434,16,14,37,29,0.0,0
26435,34,37,29,5,0.0,0
26436,38,1,37,29,0.0,0
26437,6,37,5,33,0.0,0
26438,18,37,29,28,0.0,0
26439,30,29,37,10,0.0,0
26440,10,29,19,0,0.0,0
26441,26,29,31,11,0.0,0
26442,10,29,37,10,0.49999999949999996,1
26443,3,37,29,0,0.0,0
26444,30,26,29,41,0.0,0
26445,24,41,40,25,0.0,0
26446,34,20,37,10,0.0,0
26447,10,5,40,14,0.0,0
26448,24,41,28,26,0.0,0
26449,30,29,10,37,0.0,0
26450,23,41,14,16,0.0,0
26451,23,14,23,37,0.6309297529405278,1
26452,25,29,28,37,0.0,0
26453,24,37,28,26,0.0,0
26454,24,19,5,15,0.0,0
26455,30,37,29,0,0.0,0
26456,12,10,37,39,0.0,0
26457,30,37,29,25,0.0,0
26458,24,41,37,5,0.0,0
26459,8,29,5,1,0.0,0
26460,5,29,14,5,0.49999999949999996,1
26461,10,4,26,16,0.0,0
26462,34,37,15,41,0.0,0
26463,24,37,27,41,0.0,0
26464,14,37,28,14,0.49999999949999996,1
26465,38,15,37,10,0.0,0
26466,24,1,31,5,0.0,0
26467,29,41,27,37,0.0,0
26468,5,29,32,5,0.49999999949999996,1
26469,6,15,16,33,0.0,0
26470,34,41,29,37,0.0,0
26471,24,28,25,26,0.0,0
26472,5,37,14,31,0.0,0
26473,25,29,14,37,0.0,0
26474,24,37,5,29,0.0,0
26475,27,41,26,0,0.0,0
26476,38,14,28,20,0.0,0
26477,36,39,37,10,0.0,0
26478,8,26,10,27,0.0,0
26479,30,29,37,31,0.0,0
26480,27,26,37,16,0.0,0
26481,24,41,26,10,0.0,0
26482,38,16,3,5,0.0,0
26483,30,13,10,31,0.0,0
26484,28,26,1,25,0.0,0
26485,8,10,2,24,0.0,0
26486,38,37,0,1,0.0,0
26487,28,26,29,0,0.0,0
26488,24,29,15,5,0.0,0
26489,10,5,10,37,0.6309297529405278,1
26490,28,32,37,28,0.49999999949999996,1
26491,21,10,24,28,0.0,0
26492,3,37,40,20,0.0,0
26493,24,3,41,5,0.0,0
26494,25,37,15,28,0.0,0
26495,37,32,10,37,0.49999999949999996,1
26496,23,37,28,40,0.0,0
26497,10,14,31,29,0.0,0
26498,5,29,5,28,0.6309297529405278,1
26499,34,10,20,28,0.0,0
26500,26,14,29,5,0.0,0
26501,24,29,1,5,0.0,0
26502,24,10,26,28,0.0,0
26503,30,24,5,10,0.0,0
26504,17,37,10,23,0.0,0
26505,24,33,37,1,0.0,0
26506,13,29,37,14,0.0,0
26507,13,14,6,28,0.0,0
26508,21,37,28,6,0.0,0
26509,24,28,26,37,0.0,0
26510,40,27,6,15,0.0,0
26511,19,29,26,28,0.0,0
26512,37,10,29,5,0.0,0
26513,10,4,37,15,0.0,0
26514,22,6,10,0,0.0,0
26515,33,26,28,4,0.0,0
26516,38,37,1,28,0.0,0
26517,34,37,6,1,0.0,0
26518,18,1,37,33,0.0,0
26519,24,28,41,37,0.0,0
26520,22,37,28,29,0.0,0
26521,3,37,29,40,0.0,0
26522,17,5,1,9,0.0,0
26523,2,26,28,10,0.0,0
26524,6,28,15,19,0.0,0
26525,33,41,37,19,0.0,0
26526,24,15,40,33,0.0,0
26527,3,26,29,31,0.0,0
26528,24,19,23,37,0.0,0
26529,24,37,9,33,0.0,0
26530,36,10,5,36,0.49999999949999996,1
26531,8,3,21,24,0.0,0
26532,17,29,41,31,0.0,0
26533,38,3,33,16,0.0,0
26534,24,29,5,37,0.0,0
26535,28,15,28,25,0.6309297529405278,1
26536,24,29,37,14,0.0,0
26537,24,1,28,37,0.0,0
26538,10,37,14,25,0.0,0
26539,30,29,37,10,0.0,0
26540,29,19,29,10,0.6309297529405278,1
26541,30,37,41,29,0.0,0
26542,24,3,5,26,0.0,0
26543,24,37,5,41,0.0,0
26544,22,14,37,10,0.0,0
26545,25,28,37,1,0.0,0
