Step,True_Label,Action,Reward,Cumulative
20887,24,2,0,3964
20888,41,34,0,3964
20889,38,19,0,3964
20890,23,15,0,3964
20891,17,17,1,3965
20892,16,14,0,3965
20893,16,5,0,3965
20894,25,38,0,3965
20895,38,31,0,3965
20896,27,4,0,3965
20897,24,23,0,3965
20898,24,24,1,3966
20899,13,13,1,3967
20900,39,39,1,3968
20901,16,2,0,3968
20902,33,40,0,3968
20903,28,28,1,3969
20904,23,39,0,3969
20905,23,24,0,3969
20906,39,27,0,3969
20907,8,34,0,3969
20908,16,38,0,3969
20909,18,18,1,3970
20910,24,24,1,3971
20911,28,1,0,3971
20912,0,36,0,3971
20913,10,13,0,3971
20914,11,0,0,3971
20915,24,24,1,3972
20916,29,29,1,3973
20917,23,9,0,3973
20918,33,24,0,3973
20919,15,31,0,3973
20920,24,24,1,3974
20921,32,18,0,3974
20922,10,10,1,3975
20923,24,24,1,3976
20924,12,22,0,3976
20925,2,1,0,3976
20926,10,36,0,3976
20927,10,28,0,3976
20928,25,7,0,3976
20929,26,30,0,3976
20930,30,23,0,3976
20931,16,15,0,3976
20932,17,23,0,3976
20933,10,18,0,3976
20934,10,41,0,3976
20935,34,29,0,3976
20936,11,25,0,3976
20937,35,25,0,3976
20938,34,9,0,3976
20939,24,5,0,3976
20940,34,23,0,3976
20941,13,21,0,3976
20942,10,13,0,3976
20943,2,14,0,3976
20944,39,0,0,3976
20945,30,30,1,3977
20946,10,23,0,3977
20947,41,15,0,3977
20948,41,0,0,3977
20949,28,39,0,3977
20950,28,39,0,3977
20951,5,29,0,3977
20952,13,32,0,3977
20953,36,36,1,3978
20954,22,41,0,3978
20955,16,38,0,3978
20956,2,22,0,3978
20957,24,24,1,3979
20958,10,23,0,3979
20959,17,38,0,3979
20960,24,32,0,3979
20961,34,10,0,3979
20962,5,27,0,3979
20963,11,30,0,3979
20964,36,10,0,3979
20965,39,36,0,3979
20966,24,19,0,3979
20967,38,1,0,3979
20968,16,38,0,3979
20969,13,26,0,3979
20970,14,9,0,3979
20971,0,6,0,3979
20972,24,15,0,3979
20973,34,34,1,3980
20974,41,29,0,3980
20975,23,10,0,3980
20976,13,39,0,3980
20977,36,36,1,3981
20978,24,24,1,3982
20979,24,8,0,3982
20980,12,31,0,3982
20981,16,34,0,3982
20982,36,8,0,3982
20983,40,14,0,3982
20984,11,15,0,3982
20985,23,34,0,3982
20986,20,11,0,3982
20987,16,4,0,3982
20988,38,38,1,3983
20989,3,40,0,3983
20990,24,24,1,3984
20991,16,31,0,3984
20992,30,5,0,3984
20993,34,34,1,3985
20994,10,2,0,3985
20995,24,23,0,3985
20996,41,4,0,3985
20997,22,22,1,3986
20998,25,1,0,3986
20999,17,17,1,3987
21000,24,17,0,3987
21001,10,24,0,3987
21002,20,24,0,3987
21003,2,18,0,3987
21004,23,4,0,3987
21005,17,17,1,3988
21006,5,39,0,3988
21007,15,22,0,3988
21008,24,24,1,3989
21009,39,26,0,3989
21010,32,15,0,3989
21011,26,33,0,3989
21012,2,2,1,3990
21013,16,6,0,3990
21014,3,37,0,3990
21015,5,38,0,3990
21016,38,10,0,3990
21017,20,24,0,3990
21018,33,1,0,3990
21019,34,10,0,3990
21020,8,8,1,3991
21021,13,40,0,3991
21022,25,19,0,3991
21023,33,27,0,3991
21024,3,13,0,3991
21025,30,30,1,3992
21026,0,12,0,3992
21027,10,36,0,3992
21028,10,10,1,3993
21029,2,39,0,3993
21030,6,6,1,3994
21031,34,20,0,3994
21032,2,2,1,3995
21033,10,2,0,3995
21034,10,6,0,3995
21035,24,24,1,3996
21036,13,26,0,3996
21037,38,34,0,3996
21038,24,21,0,3996
21039,24,36,0,3996
21040,38,38,1,3997
21041,30,1,0,3997
21042,28,40,0,3997
21043,30,11,0,3997
21044,10,10,1,3998
21045,5,29,0,3998
21046,24,2,0,3998
21047,10,10,1,3999
21048,8,39,0,3999
21049,24,1,0,3999
21050,10,2,0,3999
21051,37,34,0,3999
21052,24,24,1,4000
21053,32,10,0,4000
21054,30,30,1,4001
21055,24,21,0,4001
21056,38,35,0,4001
21057,29,26,0,4001
21058,3,18,0,4001
21059,24,24,1,4002
21060,30,10,0,4002
21061,29,31,0,4002
21062,30,19,0,4002
21063,25,2,0,4002
21064,5,39,0,4002
21065,18,11,0,4002
21066,37,36,0,4002
21067,33,34,0,4002
21068,38,1,0,4002
21069,11,30,0,4002
21070,38,38,1,4003
21071,33,41,0,4003
21072,24,24,1,4004
21073,10,19,0,4004
21074,24,24,1,4005
21075,13,19,0,4005
21076,15,2,0,4005
21077,23,20,0,4005
21078,16,2,0,4005
21079,27,39,0,4005
21080,16,22,0,4005
21081,5,6,0,4005
21082,40,31,0,4005
21083,5,31,0,4005
21084,18,40,0,4005
21085,34,34,1,4006
21086,22,22,1,4007
21087,24,11,0,4007
21088,10,34,0,4007
21089,38,21,0,4007
21090,5,13,0,4007
21091,24,24,1,4008
21092,31,8,0,4008
21093,38,4,0,4008
21094,23,5,0,4008
21095,22,4,0,4008
21096,2,24,0,4008
21097,24,27,0,4008
21098,35,32,0,4008
21099,10,9,0,4008
21100,10,3,0,4008
21101,6,6,1,4009
21102,24,24,1,4010
21103,23,34,0,4010
21104,34,11,0,4010
21105,8,8,1,4011
21106,22,20,0,4011
21107,20,24,0,4011
21108,38,9,0,4011
21109,13,12,0,4011
21110,5,24,0,4011
21111,22,36,0,4011
21112,2,2,1,4012
21113,10,40,0,4012
21114,30,30,1,4013
21115,25,41,0,4013
21116,24,26,0,4013
21117,24,40,0,4013
21118,25,0,0,4013
21119,34,26,0,4013
21120,30,40,0,4013
21121,10,16,0,4013
21122,10,12,0,4013
21123,24,25,0,4013
21124,34,9,0,4013
21125,38,11,0,4013
21126,40,24,0,4013
21127,39,15,0,4013
21128,12,15,0,4013
21129,22,24,0,4013
21130,10,10,1,4014
21131,10,15,0,4014
21132,37,13,0,4014
21133,24,24,1,4015
21134,22,13,0,4015
21135,22,3,0,4015
21136,13,23,0,4015
21137,34,41,0,4015
21138,24,37,0,4015
21139,25,25,1,4016
21140,26,23,0,4016
21141,37,30,0,4016
21142,30,30,1,4017
21143,26,24,0,4017
21144,2,2,1,4018
21145,5,12,0,4018
21146,15,11,0,4018
21147,11,34,0,4018
21148,10,25,0,4018
21149,16,29,0,4018
21150,40,7,0,4018
21151,30,38,0,4018
21152,16,6,0,4018
21153,41,6,0,4018
21154,25,29,0,4018
21155,16,29,0,4018
21156,24,24,1,4019
21157,25,25,1,4020
21158,5,26,0,4020
21159,38,3,0,4020
21160,16,6,0,4020
21161,37,23,0,4020
21162,22,22,1,4021
21163,24,24,1,4022
21164,9,12,0,4022
21165,38,23,0,4022
21166,26,22,0,4022
21167,24,40,0,4022
21168,16,12,0,4022
21169,34,37,0,4022
21170,10,28,0,4022
21171,33,9,0,4022
21172,30,13,0,4022
21173,1,24,0,4022
21174,34,40,0,4022
21175,35,31,0,4022
21176,33,0,0,4022
21177,23,22,0,4022
21178,39,4,0,4022
21179,38,11,0,4022
21180,22,24,0,4022
21181,38,34,0,4022
21182,3,9,0,4022
21183,23,21,0,4022
21184,33,6,0,4022
21185,28,10,0,4022
21186,5,30,0,4022
21187,13,29,0,4022
21188,22,30,0,4022
21189,10,21,0,4022
21190,10,24,0,4022
21191,35,6,0,4022
21192,5,29,0,4022
21193,25,18,0,4022
21194,24,3,0,4022
21195,10,8,0,4022
21196,31,36,0,4022
21197,24,24,1,4023
21198,25,35,0,4023
21199,30,30,1,4024
21200,24,24,1,4025
21201,13,17,0,4025
21202,24,7,0,4025
21203,38,2,0,4025
21204,10,9,0,4025
21205,24,9,0,4025
21206,41,14,0,4025
21207,16,8,0,4025
21208,34,36,0,4025
21209,36,36,1,4026
21210,23,19,0,4026
21211,24,9,0,4026
21212,28,23,0,4026
21213,28,7,0,4026
21214,38,16,0,4026
21215,2,18,0,4026
21216,24,5,0,4026
21217,40,41,0,4026
21218,2,14,0,4026
21219,16,20,0,4026
21220,14,12,0,4026
21221,22,3,0,4026
21222,10,15,0,4026
21223,38,7,0,4026
21224,25,38,0,4026
21225,16,27,0,4026
21226,30,30,1,4027
21227,3,26,0,4027
21228,24,23,0,4027
21229,16,16,1,4028
21230,6,1,0,4028
21231,15,6,0,4028
21232,23,41,0,4028
21233,34,26,0,4028
21234,5,29,0,4028
21235,40,6,0,4028
21236,41,37,0,4028
21237,3,24,0,4028
21238,38,32,0,4028
21239,24,24,1,4029
21240,24,24,1,4030
21241,33,38,0,4030
21242,10,6,0,4030
21243,2,2,1,4031
21244,17,17,1,4032
21245,10,26,0,4032
21246,22,39,0,4032
21247,40,18,0,4032
21248,38,22,0,4032
21249,7,11,0,4032
21250,31,14,0,4032
21251,5,19,0,4032
21252,13,31,0,4032
21253,20,12,0,4032
21254,38,38,1,4033
21255,27,26,0,4033
21256,38,36,0,4033
21257,25,37,0,4033
21258,13,17,0,4033
21259,24,24,1,4034
21260,24,23,0,4034
21261,24,10,0,4034
21262,30,13,0,4034
21263,24,24,1,4035
21264,24,16,0,4035
21265,33,8,0,4035
21266,10,30,0,4035
21267,27,28,0,4035
21268,21,11,0,4035
21269,20,34,0,4035
21270,24,6,0,4035
21271,29,30,0,4035
21272,25,24,0,4035
21273,33,40,0,4035
21274,5,19,0,4035
21275,24,5,0,4035
21276,38,10,0,4035
21277,24,24,1,4036
21278,22,23,0,4036
21279,8,25,0,4036
21280,32,13,0,4036
21281,36,29,0,4036
21282,25,39,0,4036
21283,10,24,0,4036
21284,22,22,1,4037
21285,2,2,1,4038
21286,17,19,0,4038
21287,38,38,1,4039
21288,15,24,0,4039
21289,30,30,1,4040
21290,16,32,0,4040
21291,10,34,0,4040
21292,25,25,1,4041
21293,25,36,0,4041
21294,8,9,0,4041
21295,26,24,0,4041
21296,33,28,0,4041
21297,20,2,0,4041
21298,14,18,0,4041
21299,17,40,0,4041
21300,10,30,0,4041
21301,38,16,0,4041
21302,13,37,0,4041
21303,10,32,0,4041
21304,22,22,1,4042
21305,10,20,0,4042
21306,38,15,0,4042
21307,24,17,0,4042
21308,39,23,0,4042
21309,16,2,0,4042
21310,10,6,0,4042
21311,13,34,0,4042
21312,22,22,1,4043
21313,34,34,1,4044
21314,24,24,1,4045
21315,23,31,0,4045
21316,10,32,0,4045
21317,10,35,0,4045
21318,25,36,0,4045
21319,29,15,0,4045
21320,24,13,0,4045
21321,37,23,0,4045
21322,15,23,0,4045
21323,27,34,0,4045
21324,24,24,1,4046
21325,18,17,0,4046
21326,10,30,0,4046
21327,10,36,0,4046
21328,10,39,0,4046
21329,36,24,0,4046
21330,29,32,0,4046
21331,22,24,0,4046
21332,0,24,0,4046
21333,31,30,0,4046
21334,24,24,1,4047
21335,30,30,1,4048
21336,24,24,1,4049
21337,38,16,0,4049
21338,5,23,0,4049
21339,38,7,0,4049
21340,17,30,0,4049
21341,13,23,0,4049
21342,25,23,0,4049
21343,23,5,0,4049
21344,25,25,1,4050
21345,26,21,0,4050
21346,0,23,0,4050
21347,33,11,0,4050
21348,3,29,0,4050
21349,22,2,0,4050
21350,24,24,1,4051
21351,8,8,1,4052
21352,38,35,0,4052
21353,21,33,0,4052
21354,30,13,0,4052
21355,6,6,1,4053
21356,22,6,0,4053
21357,24,3,0,4053
21358,33,27,0,4053
21359,38,31,0,4053
21360,27,20,0,4053
21361,13,10,0,4053
21362,38,38,1,4054
21363,36,36,1,4055
21364,41,10,0,4055
21365,38,38,1,4056
21366,24,39,0,4056
21367,28,10,0,4056
21368,41,4,0,4056
21369,10,10,1,4057
21370,30,30,1,4058
21371,2,10,0,4058
21372,18,23,0,4058
21373,25,10,0,4058
21374,24,24,1,4059
21375,24,24,1,4060
21376,38,23,0,4060
21377,25,24,0,4060
21378,24,24,1,4061
21379,21,1,0,4061
21380,25,25,1,4062
21381,39,28,0,4062
21382,20,1,0,4062
21383,24,24,1,4063
21384,38,38,1,4064
21385,40,10,0,4064
21386,9,22,0,4064
21387,6,33,0,4064
21388,24,7,0,4064
21389,5,14,0,4064
21390,13,11,0,4064
21391,24,24,1,4065
21392,31,0,0,4065
21393,38,34,0,4065
21394,36,16,0,4065
21395,24,24,1,4066
21396,25,19,0,4066
21397,38,29,0,4066
21398,22,38,0,4066
21399,10,15,0,4066
21400,8,8,1,4067
21401,34,13,0,4067
21402,20,4,0,4067
21403,26,2,0,4067
21404,3,4,0,4067
21405,30,30,1,4068
21406,34,31,0,4068
21407,16,34,0,4068
21408,37,19,0,4068
21409,41,26,0,4068
21410,30,30,1,4069
21411,24,34,0,4069
21412,38,38,1,4070
21413,9,23,0,4070
21414,38,32,0,4070
21415,2,30,0,4070
21416,13,7,0,4070
21417,24,24,1,4071
21418,18,9,0,4071
21419,16,8,0,4071
21420,18,9,0,4071
21421,28,10,0,4071
21422,10,2,0,4071
21423,10,12,0,4071
21424,8,8,1,4072
21425,9,24,0,4072
21426,22,11,0,4072
21427,21,6,0,4072
21428,17,29,0,4072
21429,15,17,0,4072
21430,38,13,0,4072
21431,18,18,1,4073
21432,17,17,1,4074
21433,4,17,0,4074
21434,22,8,0,4074
21435,16,20,0,4074
21436,41,8,0,4074
21437,10,20,0,4074
21438,22,16,0,4074
21439,24,24,1,4075
21440,38,19,0,4075
21441,10,10,1,4076
21442,2,2,1,4077
21443,35,2,0,4077
21444,3,14,0,4077
21445,29,16,0,4077
21446,34,34,1,4078
21447,10,24,0,4078
21448,24,24,1,4079
21449,6,6,1,4080
21450,10,10,1,4081
21451,25,25,1,4082
21452,22,22,1,4083
21453,38,30,0,4083
21454,30,8,0,4083
21455,24,24,1,4084
21456,24,7,0,4084
21457,30,34,0,4084
21458,39,21,0,4084
21459,20,12,0,4084
21460,11,11,1,4085
21461,5,5,1,4086
21462,10,6,0,4086
21463,24,6,0,4086
21464,38,38,1,4087
21465,24,22,0,4087
21466,24,33,0,4087
21467,24,13,0,4087
21468,10,37,0,4087
21469,24,27,0,4087
21470,22,40,0,4087
21471,10,18,0,4087
21472,24,33,0,4087
21473,2,2,1,4088
21474,5,29,0,4088
21475,8,8,1,4089
21476,29,2,0,4089
21477,38,21,0,4089
21478,5,8,0,4089
21479,5,20,0,4089
21480,40,28,0,4089
21481,9,24,0,4089
21482,17,17,1,4090
21483,6,18,0,4090
21484,40,24,0,4090
21485,10,15,0,4090
21486,38,38,1,4091
21487,30,30,1,4092
21488,18,40,0,4092
21489,22,22,1,4093
21490,6,4,0,4093
21491,10,23,0,4093
21492,10,24,0,4093
21493,17,8,0,4093
21494,22,38,0,4093
21495,15,23,0,4093
21496,25,1,0,4093
21497,9,22,0,4093
21498,23,18,0,4093
21499,30,30,1,4094
21500,14,6,0,4094
21501,2,1,0,4094
21502,38,11,0,4094
21503,20,32,0,4094
21504,5,21,0,4094
21505,13,10,0,4094
21506,33,2,0,4094
21507,38,38,1,4095
21508,34,33,0,4095
21509,28,24,0,4095
21510,15,11,0,4095
21511,38,38,1,4096
21512,24,24,1,4097
21513,38,9,0,4097
21514,34,3,0,4097
21515,38,21,0,4097
21516,30,30,1,4098
21517,36,36,1,4099
21518,30,30,1,4100
21519,33,24,0,4100
21520,30,30,1,4101
21521,38,38,1,4102
21522,24,6,0,4102
21523,27,6,0,4102
21524,8,9,0,4102
21525,22,22,1,4103
21526,30,30,1,4104
21527,16,18,0,4104
21528,24,24,1,4105
21529,38,38,1,4106
21530,26,20,0,4106
21531,31,12,0,4106
21532,24,25,0,4106
21533,23,37,0,4106
21534,25,39,0,4106
21535,41,5,0,4106
21536,38,36,0,4106
21537,29,12,0,4106
21538,28,39,0,4106
21539,13,0,0,4106
21540,38,35,0,4106
21541,24,24,1,4107
21542,38,29,0,4107
21543,18,31,0,4107
21544,30,30,1,4108
21545,24,3,0,4108
21546,38,34,0,4108
21547,16,1,0,4108
21548,36,36,1,4109
21549,10,41,0,4109
21550,0,27,0,4109
21551,34,30,0,4109
21552,16,40,0,4109
21553,38,38,1,4110
21554,16,5,0,4110
21555,38,30,0,4110
21556,6,3,0,4110
21557,38,22,0,4110
21558,24,24,1,4111
21559,0,10,0,4111
21560,10,29,0,4111
21561,8,8,1,4112
21562,36,36,1,4113
21563,24,39,0,4113
21564,34,34,1,4114
21565,28,12,0,4114
21566,5,24,0,4114
21567,25,23,0,4114
21568,24,24,1,4115
21569,10,24,0,4115
21570,5,35,0,4115
21571,34,25,0,4115
21572,29,18,0,4115
21573,13,30,0,4115
21574,8,8,1,4116
21575,4,36,0,4116
21576,32,32,1,4117
21577,24,24,1,4118
21578,38,38,1,4119
21579,34,34,1,4120
21580,38,38,1,4121
21581,26,9,0,4121
21582,36,8,0,4121
21583,28,28,1,4122
21584,38,38,1,4123
21585,10,34,0,4123
21586,22,22,1,4124
21587,6,2,0,4124
21588,35,5,0,4124
21589,25,24,0,4124
21590,22,38,0,4124
21591,24,2,0,4124
21592,24,24,1,4125
21593,34,24,0,4125
21594,24,24,1,4126
21595,24,24,1,4127
21596,10,2,0,4127
21597,22,19,0,4127
21598,24,6,0,4127
21599,24,24,1,4128
21600,10,27,0,4128
21601,24,30,0,4128
21602,23,26,0,4128
21603,34,6,0,4128
21604,24,24,1,4129
21605,24,16,0,4129
21606,8,8,1,4130
21607,38,1,0,4130
21608,10,30,0,4130
21609,1,28,0,4130
21610,24,24,1,4131
21611,15,12,0,4131
21612,23,22,0,4131
21613,24,38,0,4131
21614,10,10,1,4132
21615,37,5,0,4132
21616,38,38,1,4133
21617,37,6,0,4133
21618,10,10,1,4134
21619,13,39,0,4134
21620,23,10,0,4134
21621,10,0,0,4134
21622,29,9,0,4134
21623,25,39,0,4134
21624,38,38,1,4135
21625,23,22,0,4135
21626,34,5,0,4135
21627,13,2,0,4135
21628,30,0,0,4135
21629,40,40,1,4136
21630,24,2,0,4136
21631,39,22,0,4136
21632,24,24,1,4137
21633,22,36,0,4137
21634,16,38,0,4137
21635,2,24,0,4137
21636,15,11,0,4137
21637,38,25,0,4137
21638,39,8,0,4137
21639,27,33,0,4137
21640,3,17,0,4137
21641,34,34,1,4138
21642,24,18,0,4138
21643,38,40,0,4138
21644,30,30,1,4139
21645,34,34,1,4140
21646,22,22,1,4141
21647,38,8,0,4141
21648,24,11,0,4141
21649,38,23,0,4141
21650,2,6,0,4141
21651,13,37,0,4141
21652,18,22,0,4141
21653,24,20,0,4141
21654,29,18,0,4141
21655,24,16,0,4141
21656,3,17,0,4141
21657,38,15,0,4141
21658,40,9,0,4141
21659,22,17,0,4141
21660,24,24,1,4142
21661,10,4,0,4142
21662,34,18,0,4142
21663,24,5,0,4142
21664,16,39,0,4142
21665,24,16,0,4142
21666,33,16,0,4142
21667,38,18,0,4142
21668,10,12,0,4142
21669,33,32,0,4142
21670,30,6,0,4142
21671,24,23,0,4142
21672,20,21,0,4142
21673,34,32,0,4142
21674,24,35,0,4142
21675,0,21,0,4142
21676,10,22,0,4142
21677,30,30,1,4143
21678,24,24,1,4144
21679,30,24,0,4144
21680,23,22,0,4144
21681,25,18,0,4144
21682,24,24,1,4145
21683,10,33,0,4145
21684,28,31,0,4145
21685,38,14,0,4145
21686,38,20,0,4145
21687,31,21,0,4145
21688,34,34,1,4146
21689,38,33,0,4146
21690,10,34,0,4146
21691,10,10,1,4147
21692,15,32,0,4147
21693,34,30,0,4147
21694,24,32,0,4147
21695,30,4,0,4147
21696,10,9,0,4147
21697,3,7,0,4147
21698,22,39,0,4147
21699,24,24,1,4148
21700,12,38,0,4148
21701,22,41,0,4148
21702,8,8,1,4149
21703,25,25,1,4150
21704,38,14,0,4150
21705,10,16,0,4150
21706,3,24,0,4150
21707,24,23,0,4150
21708,24,11,0,4150
21709,3,26,0,4150
21710,38,17,0,4150
21711,5,18,0,4150
21712,13,32,0,4150
21713,26,1,0,4150
21714,38,39,0,4150
21715,28,30,0,4150
21716,18,38,0,4150
21717,30,30,1,4151
21718,24,24,1,4152
21719,24,40,0,4152
21720,13,24,0,4152
21721,34,34,1,4153
21722,34,34,1,4154
21723,24,38,0,4154
21724,23,25,0,4154
21725,24,24,1,4155
21726,24,24,1,4156
21727,10,24,0,4156
21728,22,7,0,4156
21729,38,34,0,4156
21730,37,4,0,4156
21731,31,31,1,4157
21732,10,36,0,4157
21733,22,8,0,4157
21734,16,38,0,4157
21735,16,30,0,4157
21736,24,2,0,4157
21737,1,11,0,4157
21738,41,14,0,4157
21739,5,21,0,4157
21740,26,15,0,4157
21741,36,31,0,4157
21742,24,24,1,4158
21743,32,20,0,4158
21744,24,6,0,4158
21745,2,19,0,4158
21746,23,4,0,4158
21747,24,24,1,4159
21748,22,16,0,4159
21749,22,22,1,4160
21750,24,9,0,4160
21751,6,7,0,4160
21752,24,24,1,4161
21753,27,16,0,4161
21754,30,30,1,4162
21755,24,28,0,4162
21756,2,6,0,4162
21757,17,20,0,4162
21758,28,6,0,4162
21759,38,35,0,4162
21760,24,40,0,4162
21761,24,24,1,4163
21762,10,29,0,4163
21763,13,7,0,4163
21764,8,8,1,4164
21765,37,17,0,4164
21766,18,7,0,4164
21767,34,40,0,4164
21768,5,6,0,4164
21769,33,24,0,4164
21770,24,5,0,4164
21771,38,38,1,4165
21772,28,36,0,4165
21773,21,22,0,4165
21774,24,24,1,4166
21775,17,13,0,4166
21776,29,16,0,4166
21777,38,0,0,4166
21778,38,26,0,4166
21779,34,1,0,4166
21780,10,1,0,4166
21781,24,1,0,4166
21782,39,31,0,4166
21783,9,39,0,4166
21784,37,33,0,4166
21785,38,23,0,4166
21786,28,6,0,4166
21787,38,38,1,4167
21788,10,29,0,4167
21789,24,24,1,4168
21790,8,22,0,4168
21791,20,39,0,4168
21792,34,20,0,4168
21793,3,24,0,4168
21794,6,17,0,4168
21795,34,34,1,4169
21796,10,2,0,4169
21797,30,29,0,4169
21798,9,36,0,4169
21799,8,5,0,4169
21800,16,38,0,4169
21801,31,34,0,4169
21802,5,24,0,4169
21803,24,34,0,4169
21804,10,24,0,4169
21805,38,38,1,4170
21806,3,29,0,4170
21807,24,24,1,4171
21808,22,36,0,4171
21809,31,41,0,4171
21810,36,38,0,4171
21811,24,24,1,4172
21812,24,24,1,4173
21813,24,1,0,4173
21814,24,24,1,4174
21815,34,9,0,4174
21816,24,24,1,4175
21817,28,10,0,4175
21818,24,24,1,4176
21819,16,38,0,4176
21820,36,27,0,4176
21821,10,36,0,4176
21822,24,24,1,4177
21823,20,5,0,4177
21824,24,24,1,4178
21825,13,38,0,4178
21826,21,7,0,4178
21827,8,32,0,4178
21828,24,10,0,4178
21829,38,22,0,4178
21830,15,11,0,4178
21831,38,38,1,4179
21832,10,39,0,4179
21833,6,18,0,4179
21834,18,3,0,4179
21835,36,40,0,4179
21836,38,38,1,4180
21837,22,22,1,4181
21838,2,29,0,4181
21839,24,24,1,4182
21840,24,40,0,4182
21841,17,29,0,4182
21842,24,21,0,4182
21843,24,32,0,4182
21844,24,17,0,4182
21845,16,22,0,4182
21846,3,33,0,4182
21847,27,17,0,4182
21848,41,20,0,4182
21849,30,24,0,4182
21850,34,30,0,4182
21851,33,2,0,4182
21852,18,17,0,4182
21853,17,38,0,4182
21854,34,10,0,4182
21855,38,5,0,4182
21856,24,41,0,4182
21857,26,23,0,4182
21858,30,33,0,4182
21859,20,24,0,4182
21860,2,14,0,4182
21861,21,26,0,4182
21862,23,27,0,4182
21863,20,38,0,4182
21864,15,29,0,4182
21865,24,24,1,4183
21866,38,38,1,4184
21867,28,10,0,4184
21868,25,6,0,4184
21869,6,24,0,4184
21870,33,34,0,4184
21871,38,39,0,4184
21872,24,24,1,4185
21873,22,22,1,4186
21874,20,24,0,4186
21875,10,24,0,4186
21876,34,17,0,4186
21877,29,41,0,4186
21878,13,40,0,4186
21879,40,34,0,4186
21880,10,2,0,4186
21881,13,17,0,4186
21882,20,27,0,4186
21883,24,18,0,4186
21884,10,10,1,4187
21885,38,25,0,4187
21886,24,23,0,4187
21887,8,38,0,4187
21888,30,16,0,4187
21889,40,7,0,4187
21890,3,40,0,4187
21891,16,38,0,4187
21892,17,17,1,4188
21893,21,29,0,4188
21894,6,24,0,4188
21895,38,22,0,4188
21896,5,10,0,4188
21897,22,18,0,4188
21898,8,7,0,4188
21899,25,25,1,4189
21900,36,36,1,4190
21901,2,2,1,4191
21902,24,24,1,4192
21903,38,38,1,4193
21904,31,17,0,4193
21905,24,31,0,4193
21906,20,6,0,4193
21907,38,38,1,4194
21908,24,24,1,4195
21909,17,12,0,4195
21910,34,29,0,4195
21911,15,34,0,4195
21912,24,38,0,4195
21913,3,7,0,4195
21914,24,24,1,4196
21915,23,11,0,4196
21916,36,8,0,4196
21917,23,28,0,4196
21918,3,31,0,4196
21919,23,19,0,4196
21920,37,31,0,4196
21921,1,2,0,4196
21922,34,41,0,4196
21923,26,24,0,4196
21924,17,22,0,4196
21925,30,30,1,4197
21926,22,22,1,4198
21927,24,11,0,4198
21928,17,4,0,4198
21929,2,38,0,4198
21930,28,28,1,4199
21931,10,28,0,4199
21932,15,12,0,4199
21933,38,2,0,4199
21934,17,32,0,4199
21935,0,31,0,4199
21936,38,20,0,4199
21937,24,24,1,4200
21938,34,0,0,4200
21939,26,38,0,4200
21940,24,24,1,4201
21941,24,19,0,4201
21942,30,9,0,4201
21943,40,33,0,4201
21944,20,32,0,4201
21945,30,30,1,4202
21946,6,32,0,4202
21947,24,36,0,4202
21948,38,37,0,4202
21949,24,24,1,4203
21950,36,36,1,4204
21951,38,38,1,4205
21952,18,18,1,4206
21953,24,3,0,4206
21954,10,24,0,4206
21955,24,36,0,4206
21956,31,23,0,4206
21957,24,10,0,4206
21958,39,39,1,4207
21959,10,21,0,4207
21960,24,11,0,4207
21961,34,41,0,4207
21962,8,19,0,4207
21963,1,1,1,4208
21964,24,23,0,4208
21965,38,11,0,4208
21966,5,2,0,4208
21967,34,11,0,4208
21968,24,7,0,4208
21969,38,4,0,4208
21970,38,13,0,4208
21971,6,26,0,4208
21972,16,1,0,4208
21973,33,40,0,4208
21974,33,1,0,4208
21975,13,20,0,4208
21976,23,29,0,4208
21977,30,23,0,4208
21978,31,17,0,4208
21979,10,10,1,4209
21980,31,5,0,4209
21981,39,39,1,4210
21982,30,22,0,4210
21983,17,17,1,4211
21984,10,41,0,4211
21985,6,28,0,4211
21986,10,14,0,4211
21987,39,39,1,4212
21988,35,25,0,4212
21989,24,24,1,4213
21990,4,18,0,4213
21991,34,34,1,4214
21992,2,21,0,4214
21993,10,5,0,4214
21994,5,24,0,4214
21995,18,16,0,4214
21996,10,6,0,4214
21997,33,40,0,4214
21998,29,16,0,4214
21999,25,36,0,4214
22000,11,31,0,4214
22001,38,22,0,4214
22002,13,37,0,4214
22003,38,2,0,4214
22004,38,24,0,4214
22005,38,38,1,4215
22006,15,38,0,4215
22007,23,1,0,4215
22008,34,2,0,4215
22009,18,1,0,4215
22010,13,11,0,4215
22011,38,10,0,4215
22012,21,16,0,4215
22013,22,22,1,4216
22014,38,31,0,4216
22015,40,24,0,4216
22016,30,17,0,4216
22017,17,17,1,4217
22018,16,28,0,4217
22019,10,35,0,4217
22020,5,24,0,4217
22021,24,24,1,4218
22022,33,0,0,4218
22023,19,10,0,4218
22024,24,24,1,4219
22025,34,30,0,4219
22026,2,37,0,4219
22027,24,18,0,4219
22028,10,16,0,4219
22029,16,32,0,4219
22030,24,31,0,4219
22031,22,20,0,4219
22032,3,28,0,4219
22033,20,24,0,4219
22034,41,9,0,4219
22035,22,18,0,4219
22036,40,33,0,4219
22037,8,22,0,4219
22038,17,30,0,4219
22039,24,40,0,4219
22040,24,24,1,4220
22041,18,33,0,4220
22042,23,5,0,4220
22043,2,24,0,4220
22044,26,2,0,4220
22045,24,24,1,4221
22046,10,1,0,4221
22047,2,27,0,4221
22048,15,19,0,4221
22049,6,29,0,4221
22050,10,17,0,4221
